timestamp,value
2009-04-18T00:00:00Z,572500
2009-04-19T00:00:00Z,578450
2009-04-20T00:00:00Z,584400
2009-04-21T00:00:00Z,590550
2009-04-22T00:00:00Z,596600
2009-04-23T00:00:00Z,600350
2009-04-24T00:00:00Z,606100
2009-04-25T00:00:00Z,612000
2009-04-26T00:00:00Z,617600
2009-04-27T00:00:00Z,622800
2009-04-28T00:00:00Z,628650
2009-04-29T00:00:00Z,635050
2009-04-30T00:00:00Z,641600
2009-05-01T00:00:00Z,647650
2009-05-02T00:00:00Z,653950
2009-05-03T00:00:00Z,659250
2009-05-04T00:00:00Z,665650
2009-05-05T00:00:00Z,672400
2009-05-06T00:00:00Z,679150
2009-05-07T00:00:00Z,685250
2009-05-08T00:00:00Z,690600
2009-05-09T00:00:00Z,694500
2009-05-10T00:00:00Z,698750
2009-05-11T00:00:00Z,704750
2009-05-12T00:00:00Z,711250
2009-05-13T00:00:00Z,716800
2009-05-14T00:00:00Z,723750
2009-05-15T00:00:00Z,730550
2009-05-16T00:00:00Z,736500
2009-05-17T00:00:00Z,742850
2009-05-18T00:00:00Z,748750
2009-05-19T00:00:00Z,753050
2009-05-20T00:00:00Z,759050
2009-05-21T00:00:00Z,763150
2009-05-22T00:00:00Z,766200
2009-05-23T00:00:00Z,767800
2009-05-24T00:00:00Z,772800
2009-05-25T00:00:00Z,778250
2009-05-26T00:00:00Z,784500
2009-05-27T00:00:00Z,790450
2009-05-28T00:00:00Z,795200
2009-05-29T00:00:00Z,800500
2009-05-30T00:00:00Z,805950
2009-05-31T00:00:00Z,810750
2009-06-01T00:00:00Z,814300
2009-06-02T00:00:00Z,819850
2009-06-03T00:00:00Z,823400
2009-06-04T00:00:00Z,826700
2009-06-05T00:00:00Z,828200
2009-06-06T00:00:00Z,829600
2009-06-07T00:00:00Z,830400
2009-06-08T00:00:00Z,834500
2009-06-09T00:00:00Z,839050
2009-06-10T00:00:00Z,843150
2009-06-11T00:00:00Z,847600
2009-06-12T00:00:00Z,851900
2009-06-13T00:00:00Z,855800
2009-06-14T00:00:00Z,859400
2009-06-15T00:00:00Z,863600
2009-06-16T00:00:00Z,867150
2009-06-17T00:00:00Z,871100
2009-06-18T00:00:00Z,875100
2009-06-19T00:00:00Z,879450
2009-06-20T00:00:00Z,883350
2009-06-21T00:00:00Z,887400
2009-06-22T00:00:00Z,891200
2009-06-23T00:00:00Z,895000
2009-06-24T00:00:00Z,899750
2009-06-25T00:00:00Z,903150
2009-06-26T00:00:00Z,907650
2009-06-27T00:00:00Z,911850
2009-06-28T00:00:00Z,914150
2009-06-29T00:00:00Z,918300
2009-06-30T00:00:00Z,922550
2009-07-01T00:00:00Z,926250
2009-07-02T00:00:00Z,930400
2009-07-03T00:00:00Z,934500
2009-07-04T00:00:00Z,938950
2009-07-05T00:00:00Z,942900
2009-07-06T00:00:00Z,947100
2009-07-07T00:00:00Z,950550
2009-07-08T00:00:00Z,954250
2009-07-09T00:00:00Z,958550
2009-07-10T00:00:00Z,962600
2009-07-11T00:00:00Z,966750
2009-07-12T00:00:00Z,970600
2009-07-13T00:00:00Z,974500
2009-07-14T00:00:00Z,977950
2009-07-15T00:00:00Z,980200
2009-07-16T00:00:00Z,983750
2009-07-17T00:00:00Z,986100
2009-07-18T00:00:00Z,986300
2009-07-19T00:00:00Z,989800
2009-07-20T00:00:00Z,993300
2009-07-21T00:00:00Z,997400
2009-07-22T00:00:00Z,1000400
2009-07-23T00:00:00Z,1004200
2009-07-24T00:00:00Z,1007850
2009-07-25T00:00:00Z,1009450
2009-07-26T00:00:00Z,1010500
2009-07-27T00:00:00Z,1014200
2009-07-28T00:00:00Z,1016250
2009-07-29T00:00:00Z,1017200
2009-07-30T00:00:00Z,1017950
2009-07-31T00:00:00Z,1018800
2009-08-01T00:00:00Z,1020200
2009-08-02T00:00:00Z,1021350
2009-08-03T00:00:00Z,1021950
2009-08-04T00:00:00Z,1026000
2009-08-05T00:00:00Z,1030350
2009-08-06T00:00:00Z,1034850
2009-08-07T00:00:00Z,1038850
2009-08-08T00:00:00Z,1042850
2009-08-09T00:00:00Z,1047900
2009-08-10T00:00:00Z,1051650
2009-08-11T00:00:00Z,1055150
2009-08-12T00:00:00Z,1058300
2009-08-13T00:00:00Z,1062550
2009-08-14T00:00:00Z,1065700
2009-08-15T00:00:00Z,1067000
2009-08-16T00:00:00Z,1067950
2009-08-17T00:00:00Z,1068800
2009-08-18T00:00:00Z,1069300
2009-08-19T00:00:00Z,1070200
2009-08-20T00:00:00Z,1071300
2009-08-21T00:00:00Z,1072000
2009-08-22T00:00:00Z,1072350
2009-08-23T00:00:00Z,1073100
2009-08-24T00:00:00Z,1073850
2009-08-25T00:00:00Z,1076350
2009-08-26T00:00:00Z,1078750
2009-08-27T00:00:00Z,1080200
2009-08-28T00:00:00Z,1083950
2009-08-29T00:00:00Z,1087850
2009-08-30T00:00:00Z,1092700
2009-08-31T00:00:00Z,1097000
2009-09-01T00:00:00Z,1100900
2009-09-02T00:00:00Z,1104200
2009-09-03T00:00:00Z,1107250
2009-09-04T00:00:00Z,1110450
2009-09-05T00:00:00Z,1114250
2009-09-06T00:00:00Z,1117650
2009-09-07T00:00:00Z,1121550
2009-09-08T00:00:00Z,1125000
2009-09-09T00:00:00Z,1127700
2009-09-10T00:00:00Z,1131050
2009-09-11T00:00:00Z,1134400
2009-09-12T00:00:00Z,1137850
2009-09-13T00:00:00Z,1141600
2009-09-14T00:00:00Z,1145300
2009-09-15T00:00:00Z,1147500
2009-09-16T00:00:00Z,1151100
2009-09-17T00:00:00Z,1155300
2009-09-18T00:00:00Z,1159200
2009-09-19T00:00:00Z,1162900
2009-09-20T00:00:00Z,1166800
2009-09-21T00:00:00Z,1170250
2009-09-22T00:00:00Z,1171500
2009-09-23T00:00:00Z,1173300
2009-09-24T00:00:00Z,1178150
2009-09-25T00:00:00Z,1182700
2009-09-26T00:00:00Z,1187700
2009-09-27T00:00:00Z,1192050
2009-09-28T00:00:00Z,1196300
2009-09-29T00:00:00Z,1200700
2009-09-30T00:00:00Z,1204950
2009-10-01T00:00:00Z,1209050
2009-10-02T00:00:00Z,1212650
2009-10-03T00:00:00Z,1215550
2009-10-04T00:00:00Z,1218200
2009-10-05T00:00:00Z,1220950
2009-10-06T00:00:00Z,1223100
2009-10-07T00:00:00Z,1226100
2009-10-08T00:00:00Z,1229600
2009-10-09T00:00:00Z,1233550
2009-10-10T00:00:00Z,1237400
2009-10-11T00:00:00Z,1241100
2009-10-12T00:00:00Z,1244000
2009-10-13T00:00:00Z,1246850
2009-10-14T00:00:00Z,1250300
2009-10-15T00:00:00Z,1253850
2009-10-16T00:00:00Z,1256850
2009-10-17T00:00:00Z,1259700
2009-10-18T00:00:00Z,1263400
2009-10-19T00:00:00Z,1269000
2009-10-20T00:00:00Z,1273750
2009-10-21T00:00:00Z,1277750
2009-10-22T00:00:00Z,1282250
2009-10-23T00:00:00Z,1286700
2009-10-24T00:00:00Z,1289800
2009-10-25T00:00:00Z,1293600
2009-10-26T00:00:00Z,1297150
2009-10-27T00:00:00Z,1300350
2009-10-28T00:00:00Z,1303650
2009-10-29T00:00:00Z,1305950
2009-10-30T00:00:00Z,1308950
2009-10-31T00:00:00Z,1311250
2009-11-01T00:00:00Z,1312500
2009-11-02T00:00:00Z,1314150
2009-11-03T00:00:00Z,1317250
2009-11-04T00:00:00Z,1320400
2009-11-05T00:00:00Z,1323250
2009-11-06T00:00:00Z,1326350
2009-11-07T00:00:00Z,1329800
2009-11-08T00:00:00Z,1333450
2009-11-09T00:00:00Z,1336650
2009-11-10T00:00:00Z,1340550
2009-11-11T00:00:00Z,1343750
2009-11-12T00:00:00Z,1347050
2009-11-13T00:00:00Z,1351050
2009-11-14T00:00:00Z,1355000
2009-11-15T00:00:00Z,1359800
2009-11-16T00:00:00Z,1364650
2009-11-17T00:00:00Z,1369250
2009-11-18T00:00:00Z,1373200
2009-11-19T00:00:00Z,1376700
2009-11-20T00:00:00Z,1381000
2009-11-21T00:00:00Z,1384650
2009-11-22T00:00:00Z,1389950
2009-11-23T00:00:00Z,1394750
2009-11-24T00:00:00Z,1399400
2009-11-25T00:00:00Z,1403900
2009-11-26T00:00:00Z,1408100
2009-11-27T00:00:00Z,1411800
2009-11-28T00:00:00Z,1415350
2009-11-29T00:00:00Z,1418350
2009-11-30T00:00:00Z,1422100
2009-12-01T00:00:00Z,1425750
2009-12-02T00:00:00Z,1430450
2009-12-03T00:00:00Z,1434850
2009-12-04T00:00:00Z,1436650
2009-12-05T00:00:00Z,1439850
2009-12-06T00:00:00Z,1445000
2009-12-07T00:00:00Z,1450600
2009-12-08T00:00:00Z,1455850
2009-12-09T00:00:00Z,1460650
2009-12-10T00:00:00Z,1465850
2009-12-11T00:00:00Z,1471450
2009-12-12T00:00:00Z,1476950
2009-12-13T00:00:00Z,1482650
2009-12-14T00:00:00Z,1487750
2009-12-15T00:00:00Z,1493250
2009-12-16T00:00:00Z,1500050
2009-12-17T00:00:00Z,1508500
2009-12-18T00:00:00Z,1519750
2009-12-19T00:00:00Z,1529650
2009-12-20T00:00:00Z,1538400
2009-12-21T00:00:00Z,1547150
2009-12-22T00:00:00Z,1555250
2009-12-23T00:00:00Z,1562950
2009-12-24T00:00:00Z,1570650
2009-12-25T00:00:00Z,1578100
2009-12-26T00:00:00Z,1586800
2009-12-27T00:00:00Z,1595150
2009-12-28T00:00:00Z,1602000
2009-12-29T00:00:00Z,1610550
2009-12-30T00:00:00Z,1617600
2009-12-31T00:00:00Z,1624500
2010-01-01T00:00:00Z,1631100
2010-01-02T00:00:00Z,1637400
2010-01-03T00:00:00Z,1646700
2010-01-04T00:00:00Z,1655750
2010-01-05T00:00:00Z,1665650
2010-01-06T00:00:00Z,1673800
2010-01-07T00:00:00Z,1681500
2010-01-08T00:00:00Z,1689150
2010-01-09T00:00:00Z,1696700
2010-01-10T00:00:00Z,1706200
2010-01-11T00:00:00Z,1714150
2010-01-12T00:00:00Z,1722100
2010-01-13T00:00:00Z,1730300
2010-01-14T00:00:00Z,1737450
2010-01-15T00:00:00Z,1744500
2010-01-16T00:00:00Z,1750750
2010-01-17T00:00:00Z,1757300
2010-01-18T00:00:00Z,1763550
2010-01-19T00:00:00Z,1769750
2010-01-20T00:00:00Z,1777650
2010-01-21T00:00:00Z,1786400
2010-01-22T00:00:00Z,1793050
2010-01-23T00:00:00Z,1801050
2010-01-24T00:00:00Z,1808750
2010-01-25T00:00:00Z,1819300
2010-01-26T00:00:00Z,1829050
2010-01-27T00:00:00Z,1837250
2010-01-28T00:00:00Z,1846100
2010-01-29T00:00:00Z,1855950
2010-01-30T00:00:00Z,1866450
2010-01-31T00:00:00Z,1874700
2010-02-01T00:00:00Z,1883900
2010-02-02T00:00:00Z,1891150
2010-02-03T00:00:00Z,1904650
2010-02-04T00:00:00Z,1916100
2010-02-05T00:00:00Z,1927250
2010-02-06T00:00:00Z,1936850
2010-02-07T00:00:00Z,1947700
2010-02-08T00:00:00Z,1957700
2010-02-09T00:00:00Z,1968050
2010-02-10T00:00:00Z,1976450
2010-02-11T00:00:00Z,1984900
2010-02-12T00:00:00Z,1994050
2010-02-13T00:00:00Z,2005650
2010-02-14T00:00:00Z,2016050
2010-02-15T00:00:00Z,2024850
2010-02-16T00:00:00Z,2034600
2010-02-17T00:00:00Z,2046550
2010-02-18T00:00:00Z,2056950
2010-02-19T00:00:00Z,2066550
2010-02-20T00:00:00Z,2076950
2010-02-21T00:00:00Z,2088100
2010-02-22T00:00:00Z,2101100
2010-02-23T00:00:00Z,2113600
2010-02-24T00:00:00Z,2122150
2010-02-25T00:00:00Z,2129850
2010-02-26T00:00:00Z,2138450
2010-02-27T00:00:00Z,2147050
2010-02-28T00:00:00Z,2154850
2010-03-01T00:00:00Z,2164600
2010-03-02T00:00:00Z,2174000
2010-03-03T00:00:00Z,2181600
2010-03-04T00:00:00Z,2190850
2010-03-05T00:00:00Z,2199400
2010-03-06T00:00:00Z,2208250
2010-03-07T00:00:00Z,2217200
2010-03-08T00:00:00Z,2223450
2010-03-09T00:00:00Z,2230750
2010-03-10T00:00:00Z,2238850
2010-03-11T00:00:00Z,2245500
2010-03-12T00:00:00Z,2251550
2010-03-13T00:00:00Z,2259200
2010-03-14T00:00:00Z,2265450
2010-03-15T00:00:00Z,2272200
2010-03-16T00:00:00Z,2278500
2010-03-17T00:00:00Z,2285300
2010-03-18T00:00:00Z,2292300
2010-03-19T00:00:00Z,2299950
2010-03-20T00:00:00Z,2309550
2010-03-21T00:00:00Z,2318700
2010-03-22T00:00:00Z,2327650
2010-03-23T00:00:00Z,2338000
2010-03-24T00:00:00Z,2346550
2010-03-25T00:00:00Z,2355900
2010-03-26T00:00:00Z,2365750
2010-03-27T00:00:00Z,2374650
2010-03-28T00:00:00Z,2383950
2010-03-29T00:00:00Z,2393700
2010-03-30T00:00:00Z,2404450
2010-03-31T00:00:00Z,2414900
2010-04-01T00:00:00Z,2423300
2010-04-02T00:00:00Z,2431100
2010-04-03T00:00:00Z,2439150
2010-04-04T00:00:00Z,2447700
2010-04-05T00:00:00Z,2455350
2010-04-06T00:00:00Z,2463300
2010-04-07T00:00:00Z,2472950
2010-04-08T00:00:00Z,2482100
2010-04-09T00:00:00Z,2491550
2010-04-10T00:00:00Z,2504550
2010-04-11T00:00:00Z,2515700
2010-04-12T00:00:00Z,2525850
2010-04-13T00:00:00Z,2535300
2010-04-14T00:00:00Z,2544300
2010-04-15T00:00:00Z,2555100
2010-04-16T00:00:00Z,2565200
2010-04-17T00:00:00Z,2576250
2010-04-18T00:00:00Z,2588500
2010-04-19T00:00:00Z,2600100
2010-04-20T00:00:00Z,2610350
2010-04-21T00:00:00Z,2621300
2010-04-22T00:00:00Z,2629250
2010-04-23T00:00:00Z,2636750
2010-04-24T00:00:00Z,2645150
2010-04-25T00:00:00Z,2653050
2010-04-26T00:00:00Z,2661250
2010-04-27T00:00:00Z,2670250
2010-04-28T00:00:00Z,2679250
2010-04-29T00:00:00Z,2686600
2010-04-30T00:00:00Z,2693800
2010-05-01T00:00:00Z,2702950
2010-05-02T00:00:00Z,2710700
2010-05-03T00:00:00Z,2718650
2010-05-04T00:00:00Z,2725450
2010-05-05T00:00:00Z,2732300
2010-05-06T00:00:00Z,2739750
2010-05-07T00:00:00Z,2746350
2010-05-08T00:00:00Z,2754050
2010-05-09T00:00:00Z,2761200
2010-05-10T00:00:00Z,2767600
2010-05-11T00:00:00Z,2773150
2010-05-12T00:00:00Z,2779500
2010-05-13T00:00:00Z,2785900
2010-05-14T00:00:00Z,2792050
2010-05-15T00:00:00Z,2796600
2010-05-16T00:00:00Z,2802250
2010-05-17T00:00:00Z,2809400
2010-05-18T00:00:00Z,2817800
2010-05-19T00:00:00Z,2826000
2010-05-20T00:00:00Z,2836150
2010-05-21T00:00:00Z,2844950
2010-05-22T00:00:00Z,2854700
2010-05-23T00:00:00Z,2865250
2010-05-24T00:00:00Z,2874650
2010-05-25T00:00:00Z,2885150
2010-05-26T00:00:00Z,2896300
2010-05-27T00:00:00Z,2905900
2010-05-28T00:00:00Z,2917050
2010-05-29T00:00:00Z,2926250
2010-05-30T00:00:00Z,2933700
2010-05-31T00:00:00Z,2940800
2010-06-01T00:00:00Z,2947550
2010-06-02T00:00:00Z,2954900
2010-06-03T00:00:00Z,2962500
2010-06-04T00:00:00Z,2968750
2010-06-05T00:00:00Z,2976000
2010-06-06T00:00:00Z,2983400
2010-06-07T00:00:00Z,2991250
2010-06-08T00:00:00Z,2999250
2010-06-09T00:00:00Z,3007650
2010-06-10T00:00:00Z,3015650
2010-06-11T00:00:00Z,3024050
2010-06-12T00:00:00Z,3030800
2010-06-13T00:00:00Z,3039400
2010-06-14T00:00:00Z,3047450
2010-06-15T00:00:00Z,3056650
2010-06-16T00:00:00Z,3063750
2010-06-17T00:00:00Z,3071050
2010-06-18T00:00:00Z,3078550
2010-06-19T00:00:00Z,3086050
2010-06-20T00:00:00Z,3095300
2010-06-21T00:00:00Z,3103000
2010-06-22T00:00:00Z,3110800
2010-06-23T00:00:00Z,3120150
2010-06-24T00:00:00Z,3128600
2010-06-25T00:00:00Z,3136100
2010-06-26T00:00:00Z,3144050
2010-06-27T00:00:00Z,3152950
2010-06-28T00:00:00Z,3160550
2010-06-29T00:00:00Z,3169000
2010-06-30T00:00:00Z,3178100
2010-07-01T00:00:00Z,3188650
2010-07-02T00:00:00Z,3197000
2010-07-03T00:00:00Z,3207600
2010-07-04T00:00:00Z,3215900
2010-07-05T00:00:00Z,3224850
2010-07-06T00:00:00Z,3233300
2010-07-07T00:00:00Z,3241100
2010-07-08T00:00:00Z,3248650
2010-07-09T00:00:00Z,3258600
2010-07-10T00:00:00Z,3268500
2010-07-11T00:00:00Z,3277450
2010-07-12T00:00:00Z,3310400
2010-07-13T00:00:00Z,3345000
2010-07-14T00:00:00Z,3373900
2010-07-15T00:00:00Z,3405100
2010-07-16T00:00:00Z,3430350
2010-07-17T00:00:00Z,3439000
2010-07-18T00:00:00Z,3447600
2010-07-19T00:00:00Z,3456300
2010-07-20T00:00:00Z,3465350
2010-07-21T00:00:00Z,3475700
2010-07-22T00:00:00Z,3484500
2010-07-23T00:00:00Z,3494200
2010-07-24T00:00:00Z,3503650
2010-07-25T00:00:00Z,3515200
2010-07-26T00:00:00Z,3527350
2010-07-27T00:00:00Z,3535650
2010-07-28T00:00:00Z,3543600
2010-07-29T00:00:00Z,3552600
2010-07-30T00:00:00Z,3561700
2010-07-31T00:00:00Z,3571850
2010-08-01T00:00:00Z,3583800
2010-08-02T00:00:00Z,3595900
2010-08-03T00:00:00Z,3607250
2010-08-04T00:00:00Z,3619400
2010-08-05T00:00:00Z,3630300
2010-08-06T00:00:00Z,3637650
2010-08-07T00:00:00Z,3645400
2010-08-08T00:00:00Z,3655350
2010-08-09T00:00:00Z,3664850
2010-08-10T00:00:00Z,3674400
2010-08-11T00:00:00Z,3686050
2010-08-12T00:00:00Z,3696900
2010-08-13T00:00:00Z,3707650
2010-08-14T00:00:00Z,3721700
2010-08-15T00:00:00Z,3732050
2010-08-16T00:00:00Z,3739400
2010-08-17T00:00:00Z,3745850
2010-08-18T00:00:00Z,3752500
2010-08-19T00:00:00Z,3759250
2010-08-20T00:00:00Z,3768900
2010-08-21T00:00:00Z,3777550
2010-08-22T00:00:00Z,3788150
2010-08-23T00:00:00Z,3798800
2010-08-24T00:00:00Z,3809550
2010-08-25T00:00:00Z,3820350
2010-08-26T00:00:00Z,3830850
2010-08-27T00:00:00Z,3839400
2010-08-28T00:00:00Z,3847900
2010-08-29T00:00:00Z,3856000
2010-08-30T00:00:00Z,3863450
2010-08-31T00:00:00Z,3872650
2010-09-01T00:00:00Z,3880500
2010-09-02T00:00:00Z,3888300
2010-09-03T00:00:00Z,3896500
2010-09-04T00:00:00Z,3905550
2010-09-05T00:00:00Z,3913800
2010-09-06T00:00:00Z,3921700
2010-09-07T00:00:00Z,3929700
2010-09-08T00:00:00Z,3937950
2010-09-09T00:00:00Z,3944700
2010-09-10T00:00:00Z,3953550
2010-09-11T00:00:00Z,3961550
2010-09-12T00:00:00Z,3970400
2010-09-13T00:00:00Z,3978950
2010-09-14T00:00:00Z,3989100
2010-09-15T00:00:00Z,3997550
2010-09-16T00:00:00Z,4008500
2010-09-17T00:00:00Z,4018900
2010-09-18T00:00:00Z,4030750
2010-09-19T00:00:00Z,4041200
2010-09-20T00:00:00Z,4051350
2010-09-21T00:00:00Z,4059950
2010-09-22T00:00:00Z,4068650
2010-09-23T00:00:00Z,4080350
2010-09-24T00:00:00Z,4091750
2010-09-25T00:00:00Z,4102100
2010-09-26T00:00:00Z,4112350
2010-09-27T00:00:00Z,4123800
2010-09-28T00:00:00Z,4134400
2010-09-29T00:00:00Z,4142600
2010-09-30T00:00:00Z,4149900
2010-10-01T00:00:00Z,4157600
2010-10-02T00:00:00Z,4162600
2010-10-03T00:00:00Z,4168700
2010-10-04T00:00:00Z,4176350
2010-10-05T00:00:00Z,4182650
2010-10-06T00:00:00Z,4191200
2010-10-07T00:00:00Z,4199200
2010-10-08T00:00:00Z,4206900
2010-10-09T00:00:00Z,4214800
2010-10-10T00:00:00Z,4223700
2010-10-11T00:00:00Z,4231650
2010-10-12T00:00:00Z,4239400
2010-10-13T00:00:00Z,4248200
2010-10-14T00:00:00Z,4258450
2010-10-15T00:00:00Z,4267300
2010-10-16T00:00:00Z,4280200
2010-10-17T00:00:00Z,4293700
2010-10-18T00:00:00Z,4306150
2010-10-19T00:00:00Z,4318950
2010-10-20T00:00:00Z,4332150
2010-10-21T00:00:00Z,4341450
2010-10-22T00:00:00Z,4349150
2010-10-23T00:00:00Z,4357900
2010-10-24T00:00:00Z,4368150
2010-10-25T00:00:00Z,4378300
2010-10-26T00:00:00Z,4390350
2010-10-27T00:00:00Z,4401000
2010-10-28T00:00:00Z,4411950
2010-10-29T00:00:00Z,4423100
2010-10-30T00:00:00Z,4435700
2010-10-31T00:00:00Z,4444650
2010-11-01T00:00:00Z,4453500
2010-11-02T00:00:00Z,4462300
2010-11-03T00:00:00Z,4471800
2010-11-04T00:00:00Z,4481850
2010-11-05T00:00:00Z,4492800
2010-11-06T00:00:00Z,4503700
2010-11-07T00:00:00Z,4515750
2010-11-08T00:00:00Z,4529500
2010-11-09T00:00:00Z,4540350
2010-11-10T00:00:00Z,4550500
2010-11-11T00:00:00Z,4561450
2010-11-12T00:00:00Z,4569900
2010-11-13T00:00:00Z,4581050
2010-11-14T00:00:00Z,4593850
2010-11-15T00:00:00Z,4603850
2010-11-16T00:00:00Z,4613700
2010-11-17T00:00:00Z,4626050
2010-11-18T00:00:00Z,4638900
2010-11-19T00:00:00Z,4646400
2010-11-20T00:00:00Z,4652200
2010-11-21T00:00:00Z,4659200
2010-11-22T00:00:00Z,4667350
2010-11-23T00:00:00Z,4674350
2010-11-24T00:00:00Z,4683200
2010-11-25T00:00:00Z,4692250
2010-11-26T00:00:00Z,4701950
2010-11-27T00:00:00Z,4710950
2010-11-28T00:00:00Z,4719550
2010-11-29T00:00:00Z,4730000
2010-11-30T00:00:00Z,4740100
2010-12-01T00:00:00Z,4749500
2010-12-02T00:00:00Z,4758900
2010-12-03T00:00:00Z,4768350
2010-12-04T00:00:00Z,4779800
2010-12-05T00:00:00Z,4791750
2010-12-06T00:00:00Z,4803800
2010-12-07T00:00:00Z,4815750
2010-12-08T00:00:00Z,4827650
2010-12-09T00:00:00Z,4838800
2010-12-10T00:00:00Z,4846150
2010-12-11T00:00:00Z,4854900
2010-12-12T00:00:00Z,4863450
2010-12-13T00:00:00Z,4870500
2010-12-14T00:00:00Z,4879452.26
2010-12-15T00:00:00Z,4888850
2010-12-16T00:00:00Z,4897500
2010-12-17T00:00:00Z,4905800
2010-12-18T00:00:00Z,4913850
2010-12-19T00:00:00Z,4923050
2010-12-20T00:00:00Z,4931000
2010-12-21T00:00:00Z,4940750
2010-12-22T00:00:00Z,4948650
2010-12-23T00:00:00Z,4955900
2010-12-24T00:00:00Z,4963300
2010-12-25T00:00:00Z,4971700
2010-12-26T00:00:00Z,4978950
2010-12-27T00:00:00Z,4987250
2010-12-28T00:00:00Z,4995700
2010-12-29T00:00:00Z,5003950
2010-12-30T00:00:00Z,5012400
2010-12-31T00:00:00Z,5020500
2011-01-01T00:00:00Z,5029550
2011-01-02T00:00:00Z,5038300
2011-01-03T00:00:00Z,5046100
2011-01-04T00:00:00Z,5053150
2011-01-05T00:00:00Z,5060850
2011-01-06T00:00:00Z,5067900
2011-01-07T00:00:00Z,5076100
2011-01-08T00:00:00Z,5084600
2011-01-09T00:00:00Z,5092750
2011-01-10T00:00:00Z,5100850
2011-01-11T00:00:00Z,5109450
2011-01-12T00:00:00Z,5117800
2011-01-13T00:00:00Z,5127200
2011-01-14T00:00:00Z,5136250
2011-01-15T00:00:00Z,5144100
2011-01-16T00:00:00Z,5152800
2011-01-17T00:00:00Z,5161850
2011-01-18T00:00:00Z,5168900
2011-01-19T00:00:00Z,5177350
